open,high,low,volume,company_decayed,sector_decayed,final_sentiment,sentiment_3d_avg,sentiment_7d_avg,sentiment_14d_avg,target,close
0.512025211477857,0.5098740211099764,0.5362673899728763,0.06045479556223401,0.31763772999698314,0.3130688247286664,0.21977716856827523,0.3623230421752307,0.31303968771439916,0.3880366699424763,0.5248853111745868,0.5254912144031851
0.518659810913916,0.5234933605720125,0.5572666025024064,0.07014432398577611,0.6089890512476624,0.4340303107091073,0.5285740834410158,0.3623230421752307,0.31303968771439916,0.3880366699424763,0.5350991084566781,0.5248853111745868
0.5124398739426108,0.5183861082737486,0.5531542567153735,0.06381074511484842,0.5346258649635882,0.5382940469061999,0.4918709233026004,0.3623230421752307,0.31303968771439916,0.3880366699424763,0.5950835280879425,0.5350991084566781
0.5160059711394922,0.5838440585631597,0.5661912678274565,0.12558948818495522,0.4783576412826551,0.5669062197373678,0.44842985017336645,0.4598991746171828,0.31303968771439916,0.3880366699424763,0.41824634294122776,0.5950835280879425
0.43622491292088217,0.45871637725570347,0.4524455332925017,0.13890476596028836,0.3958407221178982,0.4997605235725723,0.35072347270916443,0.38400251499424665,0.31303968771439916,0.3880366699424763,0.45079200207738257,0.41824634294122776
0.4295903134848231,0.4406707524685052,0.4662700148744423,0.08145089557449056,0.5885758202462987,0.32632822105112413,0.476016498277818,0.3772367361494526,0.31303968771439916,0.3880366699424763,0.45087855968146817,0.45079200207738257
0.4543041963841432,0.4502894109635682,0.4836818619301777,0.0959560312488255,0.6227710613932221,0.3687530773868907,0.521055921690913,0.4082294676730396,0.31303968771439916,0.3880366699424763,0.4640353155024668,0.45087855968146817
0.44534748714546346,0.4479911474293501,0.4716948114445709,0.1019242995530801,0.6678322151908481,0.4709730729037789,0.5948399657133994,0.5124046869857342,0.4032064887474149,0.3880366699424763,0.46593958279234826,0.4640353155024668
0.47959860673411825,0.5047667688117126,0.49995625164056356,0.07805238775275652,0.5926875454599372,0.5100601327515564,0.5370986806224879,0.5384711344573663,0.40525584065274656,0.3880366699424763,0.4912144031853196,0.46593958279234826
0.44949411179300025,0.47889002383384405,0.4912065797532592,0.04821600250970443,0.5153400377469342,0.5912884252558703,0.49044009860661836,0.5254060193355065,0.40491186389296724,0.3880366699424763,0.5050636198390026,0.4912144031853196
0.4909603582683695,0.49242424242424265,0.5276927115233181,0.039288174370132774,0.5519232339802463,0.5418535831580853,0.5090753437165476,0.4888064918073219,0.419491316164639,0.3880366699424763,0.455725785510257,0.5050636198390026
0.4906286282965664,0.4771876064010896,0.4907690961588944,0.07127175798823866,0.657601938695346,0.535130614992043,0.6053140795448082,0.5179169957957287,0.4806960551207717,0.3880366699424763,0.44040508958712055,0.455725785510257
0.45447006137004475,0.4400749063670415,0.4581328200192494,0.0661956962912089,0.7017945883676684,0.4454728557971056,0.6184952688840804,0.572563755969969,0.5149485991173245,0.3880366699424763,0.4517441357223233,0.44040508958712055
0.45115276165201523,0.44679945522642184,0.483769358649051,0.10936635162368508,0.6550158516265238,0.4103206111298807,0.5640132879295897,0.5960081874237788,0.5252757451953356,0.3880366699424763,0.45503332467757307,0.4517441357223233
0.45115276165201523,0.4400749063670415,0.4689824131595066,0.06618098501307447,0.6378234085740833,0.4437067551824841,0.5584198541313605,0.5759963637373715,0.5165201848475379,0.4394949678772657,0.4449060849995674,0.45503332467757307
0.44617681207497073,0.44501191692202946,0.47099483769358663,0.06139509292353174,0.7351259772837722,0.7039629898470084,0.7300631318167092,0.6236072664101935,0.562909715906632,0.47011214617147146,0.4382411494849823,0.4449060849995674
0.45281141151102977,0.43939393939393945,0.47230728847668235,0.04819645199534157,0.8223952142754782,0.7129388629984695,0.814064114780005,0.730314926371582,0.6407104002131602,0.5190708685842617,0.40119449493638015,0.4382411494849823
0.4172333720351631,0.41411304051753506,0.43757109108408443,0.07322101584589671,0.6423935754214352,0.7593881602825718,0.6610479320534162,0.7741108305056996,0.6772453011400061,0.5513791541907107,0.3904613520297757,0.40119449493638015
0.3975783712058383,0.38908750425604355,0.4091346574503456,0.06464277863308215,0.6280974191205493,0.5195787592018983,0.573013774516019,0.7070909784736892,0.6694801610114595,0.5851571776533213,0.40119449493638015,0.3904613520297757
