date,open,high,low,close,volume,company_decayed,sector_decayed,final_sentiment,sentiment_3d_avg,sentiment_7d_avg,sentiment_14d_avg,target
2023-04-28,1684.7,1691.0,1670.0,1687.6,13958136.0,-0.064708012342453,0.08056748179452759,-0.02112536410135882,0.36203660801059373,0.4023471922185099,0.5271308505740906,1687.25
2023-05-02,1688.7,1699.0,1682.0,1687.25,16110592.0,0.7016709713370406,0.3292087851103105,0.5899323154690215,0.36203660801059373,0.4023471922185099,0.5271308505740906,1693.15
2023-05-03,1684.95,1696.0,1679.65,1693.15,14703635.0,0.506063884734804,0.5435271778325191,0.5173028726641186,0.36203660801059373,0.4023471922185099,0.5271308505740906,1727.8
2023-05-04,1687.1,1734.45,1687.1,1727.8,28427319.0,0.358054313702377,0.6023406744242226,0.4313402219189306,0.512858470017357,0.4023471922185099,0.5271308505740906,1625.65
2023-05-05,1639.0,1660.95,1622.1,1625.65,31385208.0,0.14099941113875292,0.4643199377315541,0.23799556911659325,0.39554622123321415,0.4023471922185099,0.5271308505740906,1644.45
2023-05-08,1635.0,1650.35,1630.0,1644.45,18622262.0,0.6479754151909969,0.10782271560778844,0.4859296053160343,0.3850884654505194,0.4023471922185099,0.5271308505740906,1644.5
2023-05-09,1649.9,1656.0,1639.95,1644.5,21844469.0,0.7379235714044579,0.19502875054369795,0.5750551251462299,0.4329934331929525,0.4023471922185099,0.5271308505740906,1652.1
2023-05-10,1644.5,1654.65,1633.1,1652.1,23170275.0,0.8564537400771337,0.40514615034450946,0.7210614631573463,0.5940153978732036,0.5083738818268964,0.5271308505740906,1653.2
2023-05-11,1665.15,1688.0,1649.25,1653.2,17867309.0,0.658791016702158,0.4854912074886064,0.6068010739380925,0.6343058874138895,0.510783704465335,0.5271308505740906,1667.8
2023-05-12,1647.0,1672.8,1644.25,1667.8,11239380.0,0.45533388427257626,0.6524592994451984,0.5144715088243629,0.6141113486399339,0.5103792239167985,0.5271308505740906,1675.8
2023-05-15,1672.0,1680.75,1665.1,1675.8,9256130.0,0.5515633869522999,0.5508439508176964,0.5513475561119189,0.5575400462914581,0.5275231288015111,0.5271308505740906,1647.3
2023-05-16,1671.8,1671.8,1644.0,1647.3,16361043.0,0.8295437234356188,0.5370246135848058,0.7417879904803748,0.6025356851388856,0.5994934747106228,0.5271308505740906,1638.45
2023-05-17,1650.0,1650.0,1625.35,1638.45,15233434.0,0.9457893536136195,0.35272940657811847,0.7678713695029691,0.6870023053650876,0.6397708695944706,0.5271308505740906,1645.0
2023-05-18,1648.0,1653.95,1640.0,1645.0,24823471.0,0.822741204843965,0.2804725236728658,0.6600606004926353,0.7232399868253263,0.6519145089296714,0.5271308505740906,1646.9
2023-05-19,1648.0,1650.0,1631.55,1646.9,15230166.0,0.7775177029324689,0.34909911421648776,0.6489921263176746,0.6923080321044264,0.6416188893811469,0.5749963856040216,1641.05
2023-05-22,1645.0,1652.9,1632.7,1641.05,14167016.0,1.0334652078108653,0.8840664954332584,0.9886455940975831,0.765899440302631,0.6961681065467884,0.6034759055060618,1637.2
2023-05-23,1649.0,1649.6,1633.45,1637.2,11235037.0,1.2630207453148252,0.9025167714090125,1.1548695531430813,0.9308357578527797,0.7876535414494624,0.6490163826831304,1615.8
2023-05-24,1627.55,1634.75,1613.6,1615.8,16794056.0,0.7895392026417691,0.9979952100311118,0.8520760048585719,0.9985303840330788,0.83061474841327,0.6790689386073907,1609.6
2023-05-25,1615.7,1620.05,1597.35,1609.6,14888465.0,0.7519341775834847,0.5050571351655514,0.6778710648581046,0.8949388742865859,0.82148375903866,0.7104886168746415,1615.8
2023-05-26,1619.0,1619.0,1602.25,1615.8,13317533.0,0.9021730394693638,0.3128768923863838,0.7253841953444697,0.7517770883537155,0.8154141627303029,0.7275925161623868,1635.5
2023-05-29,1628.5,1641.0,1624.85,1635.5,10908146.0,0.661974313701534,0.1978598462597804,0.5227399734690079,0.6419984112238607,0.7957969302983561,0.7238557196140138,1636.75
2023-05-30,1633.6,1642.65,1628.55,1636.75,18562964.0,1.2354036278872031,0.10146193528468592,0.8952211201064479,0.7144484296399752,0.8309725008396095,0.7362956951103782,1610.85
2023-05-31,1629.9,1634.95,1604.65,1610.85,21667135.0,0.6612883040836416,0.38978326464114377,0.5798367922508922,0.6659326286087827,0.7725712434329394,0.7343696749898638,1604.0
2023-06-01,1619.9,1619.9,1600.0,1604.0,25183469.0,0.6154821857979238,-0.0739354644245716,0.40865689073117517,0.6279049343628386,0.6659694345169527,0.7268114879832075,1606.5
2023-06-02,1612.45,1614.8,1601.0,1606.5,8929855.0,0.7097321501091949,0.2552058262957331,0.5733742529651563,0.5206226453157412,0.6261548985321791,0.7283848234727246,1604.4
2023-06-05,1614.5,1616.5,1602.45,1604.4,9348621.0,1.565546817978281,0.6633379947063682,1.2948841709967072,0.7589717715643461,0.7142996279805509,0.7678916935096055,1599.4
2023-06-06,1607.65,1609.85,1592.25,1599.4,16091426.0,0.9009310279111462,0.7613863857815717,0.8590676352722738,0.9091086864113791,0.7333972622559515,0.7744057124931272,1607.7
2023-06-07,1603.45,1612.55,1596.0,1607.7,12474513.0,0.4900815548334752,0.6901603423779734,0.5501051910968247,0.9013523324552685,0.7373065790599254,0.7665517546791408,1608.7
2023-06-08,1603.25,1626.0,1603.25,1608.7,18697761.0,0.6041261388002026,1.1007992492604353,0.7531280719382724,0.7207669661024569,0.7170075721787574,0.7739900365091835,1610.6
2023-06-09,1615.9,1618.5,1607.0,1610.6,9106289.0,0.9726190891398955,1.0315269927083857,0.9902914602104425,0.7645082410818466,0.7756439533158359,0.7741075983743876,1600.8
2023-06-12,1612.55,1615.8,1599.45,1600.8,6704146.0,0.9744351174024142,1.1743462255220256,1.0344084498382975,0.9259426606623374,0.8650370331882821,0.7655032338526174,1603.5
2023-06-13,1590.1,1609.0,1590.1,1603.5,13963054.0,1.277266685624861,0.972483601558127,1.1858317604048407,1.0701772234845268,0.9525309628225226,0.7893429306773508,1601.75
2023-06-14,1610.45,1612.0,1600.2,1601.75,10056984.0,1.6873848450509323,0.6184952634899286,1.3667179705826311,1.195652726941923,0.9627929341919403,0.8385462810862456,1582.05
2023-06-15,1604.0,1605.95,1579.0,1582.05,17688738.0,1.530502761243063,0.810664078222052,1.3145511563367596,1.2890336291080773,1.027862008629724,0.8806296354428378,1602.75
2023-06-16,1587.15,1609.2,1584.0,1602.75,7889636.0,1.124726424836479,1.098118994087883,1.1167441956119002,1.2660044408437636,1.1088104378461634,0.9230585084530444,1604.15
2023-06-19,1611.0,1614.25,1598.35,1604.15,12414573.0,1.081914217608213,0.8837298648152072,1.0224589117703113,1.151251421239657,1.1472862721078834,0.9321469221433204,1607.5
2023-06-20,1604.15,1611.0,1590.65,1607.5,10002813.0,1.3188119591978444,1.0031179497994354,1.2241037563783217,1.1211022879201777,1.1806880287032946,0.9781659910095654,1635.6
2023-06-21,1616.0,1637.25,1611.0,1635.6,12154473.0,1.0933843950675575,0.8238873012993655,1.0125352669370997,1.086365978361911,1.1775632882888378,1.02130016073856,1643.6
2023-06-22,1640.0,1657.55,1639.05,1643.6,28298070.0,0.742871409327133,1.0549574163686302,0.8364972114395821,1.0243787449183346,1.1276583527223722,1.0400946577724475,1643.5
2023-06-23,1637.55,1659.9,1634.05,1643.5,10669609.0,0.8465504386650045,1.0290925907090585,0.9013130842782207,0.9167818542183008,1.0611719403931708,1.0119824372925557,1635.55
2023-06-26,1645.0,1650.75,1628.7,1635.55,8065157.0,0.6490544064092452,1.2916285195833386,0.8418266403614731,0.859878978693092,0.9936398666824156,1.0107509376560697,1658.6
2023-06-27,1642.95,1672.9,1638.55,1658.6,16915932.0,0.9823718534404912,1.0641164106619796,1.0068952206069377,0.9166783150822105,0.9779471559674209,1.0433787969067922,1676.15
2023-06-28,1670.0,1679.9,1660.5,1676.15,29781475.0,1.3950373592525573,0.7979229012232699,1.2159030218437712,1.0215416276040605,1.005582028835058,1.0764341504714705,1701.4
2023-06-30,1704.0,1708.8,1683.25,1701.4,20349508.0,1.4744826495943069,0.7907378170296666,1.2693591998249147,1.164052480758541,1.0120470921845712,1.0963675604439331,1719.8
2023-07-03,1712.5,1757.5,1710.0,1719.8,22052058.0,1.0205830427225884,0.9995096369631282,1.0142610209947502,1.1665077475544787,1.0122936284785216,1.0949284583836796,1728.2
2023-07-04,1723.45,1747.0,1713.8,1728.2,19397594.0,1.1300754347152702,0.8652202088111469,1.050618866944033,1.1114130292545659,1.0428824364077287,1.0852703945650506,1673.3
2023-07-05,1716.25,1720.0,1668.55,1673.3,18582877.0,1.0175337814411414,0.9118490767015649,0.9858283700192684,1.016902752652684,1.0549560486564498,1.0580639945248103,1675.0
2023-07-06,1673.0,1687.85,1660.4,1675.0,26078272.0,0.939878129732828,0.9681957798140851,0.9483734247572051,0.9949402205735022,1.07017701785584,1.0319084422691278,1660.4
2023-07-07,1665.0,1675.0,1656.3,1660.4,9963168.0,1.1171412121840916,0.6767259297298058,0.9850166274478058,0.9730728074080931,1.0670515045473927,1.0224993302574068,1656.45
2023-07-10,1661.0,1676.75,1649.7,1656.45,19199221.0,1.7301975358503372,1.038891454689565,1.5228057115021054,1.1520652545690389,1.1108947459271545,1.0582383873811063,1648.4
2023-07-11,1663.0,1676.0,1645.5,1648.4,25335213.0,1.4828611592356933,1.0168616389274068,1.3430613031432073,1.2836278806977062,1.1214236178297678,1.0667353550071696,1632.95
2023-07-12,1655.35,1666.3,1627.15,1632.95,35479179.0,1.074202907648528,1.2402069594129261,1.1240041231778473,1.3299570459410532,1.1371012038559247,1.0746974161672231,1641.1
2023-07-13,1656.7,1657.45,1638.05,1641.1,20956773.0,0.7304579772009991,1.114379582638006,0.8456344588321012,1.1042332950510518,1.1078177169827914,1.07535007669526,1644.5
2023-07-14,1653.6,1653.6,1635.0,1644.5,12363607.0,1.2969254766969969,0.8244874682301614,1.1551940741569462,1.041610885388965,1.1320128175738884,1.0934844331151692,1678.9
2023-07-17,1650.0,1682.0,1633.0,1678.9,24626464.0,0.3731490719393695,0.09308489706068214,0.2891298194757633,0.7633194508216036,1.0378351596765394,1.0540060887661897,1677.5
2023-07-18,1698.0,1704.0,1670.0,1677.5,40538409.0,0.49536276635443643,0.3015689278020988,0.43722461478873514,0.6271828361404815,0.9595791578681008,1.0133153312077468,1685.1
2023-07-19,1681.1,1688.75,1675.0,1685.1,16467567.0,0.4087849673460178,0.45211113319542817,0.42178281710084087,0.3827124171217798,0.8022901729536345,0.9565924594403946,1688.75
2023-07-20,1681.15,1692.0,1680.0,1688.75,28105474.0,0.7518275030579558,0.2934969595100267,0.614328339993577,0.491111923961051,0.6981854639322587,0.9098045408810133,1675.75
2023-07-21,1680.0,1689.8,1673.25,1675.75,21077124.0,0.656686230349138,0.13886484863429344,0.5013398158346846,0.5124836576430342,0.6092334200260926,0.8731673119410086,1678.4
2023-07-24,1678.5,1684.65,1670.1,1678.4,16089722.0,-0.07988213687572482,-0.32916922161582013,-0.1546682622977534,0.3203332978435028,0.46633303129325626,0.7870753741380238,1696.6
2023-07-25,1684.65,1699.0,1678.4,1696.6,27996298.0,0.14237491402710628,0.09097604973187076,0.1269552547385356,0.15787560275848897,0.3194417713763405,0.7257272944751144,1690.7
2023-07-26,1699.6,1699.6,1688.0,1690.7,12397179.0,-0.25419427503507097,0.18112224949430794,-0.12359931767625729,-0.05043744174515832,0.26048046606890896,0.6491578128727242,1673.15
2023-07-27,1699.9,1703.0,1667.45,1673.15,29870651.0,0.43464121368897146,0.5337712723946704,0.46438023130068107,0.1559120561209865,0.26435983985632977,0.6119694988622152,1643.5
2023-07-28,1661.5,1668.9,1641.1,1643.5,20507842.0,0.3327567593277801,0.5018777176813851,0.38349304683386154,0.24142465348609513,0.25888987267533276,0.5305900228144835,1651.2
2023-07-31,1650.05,1656.8,1638.7,1651.2,17282503.0,-0.3463558762582061,0.8794902549042845,0.021397963090541067,0.2897570804083613,0.17418553311775617,0.43618549852500743,1662.25
2023-08-01,1654.45,1667.45,1650.0,1662.25,17697094.0,-0.6809338687193497,1.262022182283907,-0.09804705341837261,0.10228131883534337,0.08855883751017657,0.34889612876813464,1640.5
2023-08-02,1642.0,1651.5,1633.15,1640.5,14058161.0,0.43985422097982657,1.4925827304772752,0.7556727738290612,0.22634122783374325,0.21860755695686437,0.3424702941250603,1628.65
2023-08-03,1640.0,1651.35,1623.0,1628.65,28836973.0,0.8334246007006447,1.196903644013803,0.9424683136945922,0.5333646780350936,0.3351094225220153,0.32727559694917785,1652.2
2023-08-04,1635.15,1656.5,1629.25,1652.2,18694152.0,-0.21090332919034016,0.5554246691491971,0.018995070311521034,0.5723787192783915,0.35548004937741223,0.3079802577231606,1651.25
2023-08-07,1663.1,1663.1,1647.55,1651.25,14150459.0,-0.31865428057409784,0.5239374958927646,-0.06587674763403908,0.2985288787906914,0.2797290523867379,0.27204444612153383,1649.9
2023-08-08,1651.7,1655.6,1642.05,1649.9,21886914.0,-0.1956660342292898,0.3613817600545333,-0.02855169594414285,-0.025144457755553597,0.22086551770416582,0.2398776951897493,1650.5
2023-08-09,1653.0,1654.5,1631.1,1650.5,16680618.0,0.20774173196220885,0.4524601855658682,0.28115726804330665,0.06224294148837495,0.2579739898402752,0.2160797614790157,1635.85
2023-08-10,1647.05,1654.25,1631.0,1635.85,25390559.0,0.10866137889233418,0.708885948133724,0.2887287496647511,0.180444773921305,0.31322767599500717,0.20089325675259187,1618.8
2023-08-11,1638.4,1638.4,1616.2,1618.8,14112911.0,0.2632375859429527,0.3576791166547106,0.29157004515648005,0.287152020954846,0.2469272861846384,0.2327674215707514,1610.9
2023-08-14,1611.0,1615.0,1600.25,1610.9,15652205.0,0.8835052686091219,0.48540654980516873,0.764075652967936,0.4481248159297224,0.2214426203665447,0.27827602144428,1606.2
2023-08-16,1583.1,1609.65,1581.3,1606.2,17068771.0,0.16356786192441125,0.49324089917531877,0.2624697730996835,0.4393718237413666,0.25622472076485364,0.30585238507113294,1597.3
2023-08-17,1597.6,1609.9,1594.0,1597.3,26442020.0,0.03464319954800006,0.5662229843170351,0.19411713497871058,0.40688752034877673,0.2933667039952464,0.28654787819099214,1590.75
2023-08-18,1587.55,1596.3,1585.5,1590.75,12816683.0,-0.07526139957376887,0.8054928229093297,0.18896486717116068,0.21518392508318496,0.3244404987260041,0.272653008215085,1589.5
2023-08-21,1600.5,1600.5,1587.0,1589.5,10918635.0,0.8498246243785005,1.2469946200091175,0.9689756230676856,0.45068587507251895,0.4227002637294868,0.34033712678488104,1582.7
2023-08-22,1596.35,1598.0,1580.0,1582.7,16136785.0,0.6381502728788131,0.6987261111617786,0.6563230243637027,0.6047545048675164,0.47521373154362273,0.39422070376931495,1586.6
2023-08-23,1580.0,1590.55,1573.25,1586.6,18249294.0,0.40936948032846954,0.8403912087634084,0.5386759988589511,0.7213248820967798,0.5105145820725472,0.37872093412859276,1579.3
2023-08-24,1593.3,1596.2,1576.15,1579.3,21572896.0,0.3067886639372629,0.7284405611198462,0.4332842330920379,0.5427610854382307,0.4632586649474189,0.34235064265698184,1561.5
2023-08-25,1574.55,1577.5,1558.4,1561.5,15034878.0,0.3189425733107165,0.6059596890084571,0.40504770802003864,0.4590026466570092,0.4836269413646125,0.36992583106473304,1577.75
2023-08-28,1561.5,1582.65,1561.5,1577.75,14433619.0,0.5749448455210421,1.164898060911956,0.7519308101383162,0.5300875837501309,0.5633146092445561,0.42834065661990134,1590.3
2023-08-29,1589.7,1592.65,1581.45,1590.3,17769466.0,-0.35412485048687387,0.8278349702137768,0.00046309572332134397,0.38581387129389205,0.5363857847520077,0.43041314173900586,1578.7
2023-08-30,1603.95,1603.95,1573.7,1578.7,14042102.0,-0.551153274962811,0.6398444714062493,-0.19385395105209288,0.1861799849365149,0.3702672741634679,0.39648376894647736,1571.45
2023-08-31,1579.0,1583.15,1563.1,1571.45,50037886.0,-0.2343439670180602,0.4030252867689625,-0.04313319088195339,-0.0788413487369083,0.2703449576998027,0.37277934462171275,1574.7
2023-09-01,1571.0,1579.0,1559.35,1574.7,21613388.0,-0.47671422119324103,0.43719794698313963,-0.20254057074032683,-0.14650923755812437,0.16445687632847727,0.3374857292005122,1584.55
2023-09-04,1590.0,1591.45,1574.9,1584.55,12536819.0,0.7457325189671405,0.6198854582346395,0.7079784007473902,0.15410154637503667,0.2036989002792419,0.33347878261333036,1574.9
2023-09-05,1588.4,1588.4,1570.6,1574.9,19356041.0,0.0835263902440328,0.5078753973456958,0.21083109237453168,0.2387563074605317,0.1759536694727409,0.32979030541867665,1595.5
2023-09-06,1576.8,1600.0,1574.9,1595.5,28160455.0,-0.07330807866423979,0.5938920904080731,0.12685197205745408,0.3485538217264587,0.0866566926040463,0.32498565092430115,1610.85
2023-09-07,1595.5,1614.0,1587.15,1610.85,17104171.0,0.09505127364095683,0.7603479538286293,0.29464027769725853,0.21077444737641482,0.12868200431460877,0.33253389453330817,1623.4
2023-09-08,1608.3,1632.9,1607.6,1623.4,17251105.0,-0.2767873916029987,0.6339437524357854,-0.0035680483913634597,0.13930806712111643,0.15586570469471295,0.2630664894290904,1631.8
2023-09-11,1628.9,1636.5,1624.0,1631.8,15786511.0,0.15419482450483568,0.8261645178807847,0.35578573251762036,0.2156193206078385,0.2128541223232235,0.24159954001151313,1636.9
2023-09-12,1640.0,1642.9,1625.05,1636.9,19516670.0,0.5660287508684019,1.022867609683492,0.703080408512929,0.35176603087972863,0.34222854793083146,0.25334271212965437,1643.9
2023-09-13,1631.3,1651.6,1628.6,1643.9,23210047.0,0.7445616333818417,1.254151196984929,0.8974385024627678,0.6521015478311057,0.36929427674731397,0.2864965885132779,1642.9
2023-09-14,1644.25,1650.0,1635.1,1642.9,11769424.0,0.8053473939709332,0.5464194589931983,0.7276690134776127,0.7760626414844364,0.44312826547632556,0.30954096747453325,1661.75
2023-09-15,1650.0,1670.0,1650.0,1661.75,86705601.0,0.2957454834184668,0.7527467946041042,0.432845876774158,0.6859844642381795,0.4868416804358547,0.2867491865199505,1629.05
2023-09-18,1653.75,1655.0,1626.1,1629.05,18528144.0,-0.5836850702889448,-0.06333080779779172,-0.42757879154159883,0.24431203290339062,0.3836675276874465,0.2561747660010276,1563.7
2023-09-20,1599.0,1599.0,1560.4,1563.7,57737324.0,0.42454755237071384,0.6253507684054334,0.4847885171811297,0.16335186747122965,0.4534327513406598,0.3046492280176864,1553.35
2023-09-21,1553.0,1568.95,1537.05,1553.35,36420721.0,0.3057199775690903,0.7304141340956547,0.43312822452705957,0.1634459833888635,0.4644816787705796,0.3386679005469016,1529.65
2023-09-22,1559.0,1564.4,1523.75,1529.65,30852125.0,0.240859845265274,0.797532564470938,0.4078616610269732,0.4419261342450542,0.4223075719868717,0.38226805995885155,1531.0
2023-09-25,1525.0,1540.7,1525.0,1531.0,20104377.0,0.8730551515133543,0.8929778824533823,0.8790319707953627,0.5733406187831318,0.4196780674629567,0.3944861721051353,1537.65
2023-09-26,1525.0,1540.0,1525.0,1537.65,13787654.0,0.5171718988290158,0.8097429818541991,0.6049432237365708,0.6306122851863023,0.402145811785665,0.4226370386309953,1526.85
2023-09-27,1523.0,1532.5,1515.0,1526.85,19669269.0,0.3303114683635853,0.969304550841301,0.5220093931069,0.6686615292129444,0.41488345697605666,0.45086256870595565,1523.7
2023-09-28,1534.0,1537.6,1518.35,1523.7,27677094.0,0.93822367942545,1.002051972905913,0.9573721674695889,0.6947749281043533,0.6127335939776549,0.4982005608325507,1526.3
2023-09-29,1523.7,1535.45,1522.3,1526.3,16026891.0,0.7403604909551638,0.6813953415760209,0.7226709461414209,0.7340175022393033,0.6467167981148394,0.5500747747277496,1508.05
2023-10-03,1527.0,1527.0,1506.0,1508.05,19485847.0,0.287710214062409,1.0965452657867598,0.5303607295797141,0.7368012810635746,0.6606071559795044,0.562544417375042,1529.55
2023-10-04,1495.0,1535.0,1489.25,1529.55,27324715.0,-0.0004910840923478543,1.239146697579239,0.37140025040912816,0.5414773087100878,0.6553983830340979,0.5388529775104848,1535.75
