,date,open,high,low,close,volume,company_decayed,sector_decayed,final_sentiment,sentiment_3d_avg,sentiment_7d_avg,sentiment_14d_avg,target,close_raw
21,2023-05-30,814.77,819.29,812.25,816.34,18562964.0,1.2354036278872031,0.1014619352846859,0.8952211201064479,0.7144484296399752,0.8309725008396095,0.7362956951103782,803.43,816.34
22,2023-05-31,812.93,815.45,800.33,803.43,21667135.0,0.6612883040836416,0.3897832646411437,0.5798367922508922,0.6659326286087827,0.7725712434329394,0.7343696749898638,800.01,803.43
23,2023-06-01,807.94,807.94,798.01,800.01,25183469.0,0.6154821857979238,-0.0739354644245716,0.4086568907311751,0.6279049343628386,0.6659694345169527,0.7268114879832075,801.26,800.01
24,2023-06-02,804.22,805.4,798.51,801.26,8929855.0,0.7097321501091949,0.2552058262957331,0.5733742529651563,0.5206226453157412,0.6261548985321791,0.7283848234727246,800.21,801.26
25,2023-06-05,805.25,806.24,799.24,800.21,9348621.0,1.565546817978281,0.6633379947063682,1.2948841709967072,0.7589717715643461,0.7142996279805509,0.7678916935096055,797.72,800.21
26,2023-06-06,801.83,802.93,794.15,797.72,16091426.0,0.9009310279111462,0.7613863857815717,0.8590676352722738,0.9091086864113792,0.7333972622559515,0.7744057124931272,801.85,797.72
27,2023-06-07,799.74,804.27,796.02,801.85,12474513.0,0.4900815548334752,0.6901603423779734,0.5501051910968247,0.9013523324552684,0.7373065790599254,0.7665517546791408,802.35,801.85
28,2023-06-08,799.64,810.98,799.64,802.35,18697761.0,0.6041261388002026,1.1007992492604353,0.7531280719382724,0.7207669661024569,0.7170075721787574,0.7739900365091835,803.3,802.35
29,2023-06-09,805.94,807.24,801.51,803.3,9106289.0,0.9726190891398956,1.0315269927083857,0.9902914602104425,0.7645082410818466,0.7756439533158359,0.7741075983743876,798.41,803.3
30,2023-06-12,804.27,805.89,797.74,798.41,6704146.0,0.9744351174024142,1.1743462255220256,1.0344084498382975,0.9259426606623374,0.8650370331882821,0.7655032338526174,799.76,798.41
31,2023-06-13,793.08,802.5,793.08,799.76,13963054.0,1.277266685624861,0.972483601558127,1.1858317604048407,1.0701772234845268,0.9525309628225226,0.7893429306773508,798.89,799.76
32,2023-06-14,803.23,804.0,798.11,798.89,10056984.0,1.6873848450509323,0.6184952634899286,1.3667179705826311,1.195652726941923,0.9627929341919405,0.8385462810862456,789.06,798.89
33,2023-06-15,800.01,800.98,787.54,789.06,17688738.0,1.530502761243063,0.810664078222052,1.3145511563367596,1.2890336291080773,1.027862008629724,0.8806296354428378,799.39,789.06
34,2023-06-16,791.61,802.6,790.03,799.39,7889636.0,1.124726424836479,1.098118994087883,1.1167441956119002,1.2660044408437636,1.1088104378461634,0.9230585084530444,800.08,799.39
35,2023-06-19,803.5,805.12,797.19,800.08,12414573.0,1.081914217608213,0.8837298648152072,1.0224589117703111,1.151251421239657,1.1472862721078834,0.9321469221433204,801.76,800.08
36,2023-06-20,800.08,803.5,793.35,801.76,10002813.0,1.3188119591978444,1.0031179497994354,1.2241037563783217,1.1211022879201775,1.1806880287032946,0.9781659910095654,815.77,801.76
37,2023-06-21,805.99,816.59,803.5,815.77,12154473.0,1.0933843950675577,0.8238873012993655,1.0125352669370995,1.086365978361911,1.1775632882888378,1.02130016073856,819.76,815.77
38,2023-06-22,817.96,826.72,817.49,819.76,28298070.0,0.742871409327133,1.0549574163686302,0.8364972114395821,1.0243787449183346,1.1276583527223722,1.0400946577724477,819.71,819.76
39,2023-06-23,816.74,827.89,815.0,819.71,10669609.0,0.8465504386650045,1.0290925907090585,0.9013130842782208,0.9167818542183008,1.0611719403931708,1.0119824372925557,815.75,819.71
40,2023-06-26,820.46,823.33,812.33,815.75,8065157.0,0.6490544064092452,1.2916285195833386,0.8418266403614731,0.859878978693092,0.9936398666824156,1.0107509376560695,827.24,815.75
41,2023-06-27,819.44,834.37,817.24,827.24,16915932.0,0.9823718534404912,1.0641164106619796,1.0068952206069377,0.9166783150822104,0.9779471559674208,1.0433787969067922,835.99,827.24
42,2023-06-28,832.93,837.87,828.19,835.99,29781475.0,1.3950373592525571,0.7979229012232699,1.2159030218437712,1.0215416276040603,1.005582028835058,1.0764341504714705,848.59,835.99
43,2023-06-30,849.89,852.28,839.54,848.59,20349508.0,1.4744826495943069,0.7907378170296666,1.2693591998249147,1.164052480758541,1.0120470921845712,1.0963675604439331,857.77,848.59
44,2023-07-03,854.12,876.57,852.88,857.77,22052058.0,1.0205830427225884,0.9995096369631282,1.0142610209947502,1.1665077475544787,1.0122936284785216,1.0949284583836796,861.96,857.77
45,2023-07-04,859.59,871.33,854.77,861.96,19397594.0,1.1300754347152702,0.8652202088111469,1.050618866944033,1.111413029254566,1.0428824364077287,1.0852703945650506,834.57,861.96
46,2023-07-05,856.0,857.87,832.2,834.57,18582877.0,1.0175337814411414,0.9118490767015648,0.9858283700192684,1.016902752652684,1.0549560486564498,1.0580639945248105,835.42,834.57
47,2023-07-06,834.42,841.83,828.14,835.42,26078272.0,0.939878129732828,0.9681957798140852,0.9483734247572052,0.9949402205735022,1.07017701785584,1.0319084422691278,828.14,835.42
48,2023-07-07,830.43,835.42,826.09,828.14,9963168.0,1.1171412121840916,0.6767259297298058,0.9850166274478058,0.9730728074080932,1.0670515045473927,1.0224993302574068,826.17,828.14
49,2023-07-10,828.44,836.29,822.8,826.17,19199221.0,1.7301975358503372,1.038891454689565,1.5228057115021054,1.1520652545690389,1.1108947459271543,1.0582383873811063,822.15,826.17
50,2023-07-11,829.44,835.92,820.71,822.15,25335213.0,1.4828611592356933,1.0168616389274068,1.3430613031432073,1.2836278806977062,1.1214236178297678,1.0667353550071696,814.45,822.15
51,2023-07-12,825.62,831.08,811.56,814.45,35479179.0,1.074202907648528,1.240206959412926,1.1240041231778473,1.3299570459410532,1.1371012038559247,1.0746974161672231,818.51,814.45
52,2023-07-13,826.29,826.67,816.99,818.51,20956773.0,0.7304579772009991,1.114379582638006,0.8456344588321012,1.1042332950510518,1.1078177169827914,1.07535007669526,820.21,818.51
53,2023-07-14,824.75,824.75,815.47,820.21,12363607.0,1.2969254766969969,0.8244874682301614,1.1551940741569462,1.041610885388965,1.1320128175738884,1.0934844331151692,837.37,820.21
54,2023-07-17,822.95,838.91,814.47,837.37,24626464.0,0.3731490719393695,0.0930848970606821,0.2891298194757633,0.7633194508216036,1.0378351596765394,1.0540060887661895,836.67,837.37
55,2023-07-18,846.89,849.89,832.93,836.67,40538409.0,0.4953627663544364,0.3015689278020988,0.4372246147887351,0.6271828361404815,0.9595791578681008,1.0133153312077468,840.46,836.67
56,2023-07-19,838.46,842.28,835.42,840.46,16467567.0,0.4087849673460178,0.4521111331954281,0.4217828171008408,0.3827124171217798,0.8022901729536345,0.9565924594403946,842.28,840.46
57,2023-07-20,838.49,843.9,837.92,842.28,28105474.0,0.7518275030579558,0.2934969595100267,0.614328339993577,0.491111923961051,0.6981854639322587,0.9098045408810131,835.8,842.28
58,2023-07-21,837.92,842.8,834.55,835.8,21077124.0,0.656686230349138,0.1388648486342934,0.5013398158346846,0.5124836576430342,0.6092334200260926,0.8731673119410086,837.12,835.8
59,2023-07-24,837.17,840.23,832.98,837.12,16089722.0,-0.0798821368757248,-0.3291692216158201,-0.1546682622977534,0.3203332978435028,0.4663330312932562,0.7870753741380238,846.19,837.12
60,2023-07-25,840.23,847.39,837.12,846.19,27996298.0,0.1423749140271062,0.0909760497318707,0.1269552547385356,0.1578756027584889,0.3194417713763405,0.7257272944751144,843.25,846.19
61,2023-07-26,847.69,847.69,841.91,843.25,12397179.0,-0.2541942750350709,0.1811222494943079,-0.1235993176762572,-0.0504374417451583,0.2604804660689089,0.6491578128727242,834.5,843.25
62,2023-07-27,847.84,849.39,831.66,834.5,29870651.0,0.4346412136889714,0.5337712723946704,0.464380231300681,0.1559120561209865,0.2643598398563297,0.6119694988622152,819.71,834.5
63,2023-07-28,828.69,832.38,818.51,819.71,20507842.0,0.3327567593277801,0.5018777176813851,0.3834930468338615,0.2414246534860951,0.2588898726753327,0.5305900228144835,823.55,819.71
64,2023-07-31,822.98,826.34,817.32,823.55,17282503.0,-0.3463558762582061,0.8794902549042845,0.021397963090541,0.2897570804083613,0.1741855331177561,0.4361854985250074,829.06,823.55
65,2023-08-01,825.17,831.66,822.95,829.06,17697094.0,-0.6809338687193497,1.262022182283907,-0.0980470534183726,0.1022813188353433,0.0885588375101765,0.3488961287681346,818.21,829.06
66,2023-08-02,818.96,823.7,814.55,818.21,14058161.0,0.4398542209798265,1.4925827304772752,0.7556727738290612,0.2263412278337432,0.2186075569568643,0.3424702941250603,812.3,818.21
67,2023-08-03,817.96,823.63,809.49,812.3,28836973.0,0.8334246007006447,1.196903644013803,0.9424683136945922,0.5333646780350936,0.3351094225220153,0.3272755969491778,824.05,812.3
68,2023-08-04,815.55,826.19,812.6,824.05,18694152.0,-0.2109033291903401,0.5554246691491971,0.018995070311521,0.5723787192783915,0.3554800493774122,0.3079802577231606,823.58,824.05
69,2023-08-07,829.49,829.49,821.73,823.58,14150459.0,-0.3186542805740978,0.5239374958927646,-0.065876747634039,0.2985288787906914,0.2797290523867379,0.2720444461215338,822.9,823.58
70,2023-08-08,823.8,825.75,818.99,822.9,21886914.0,-0.1956660342292898,0.3613817600545333,-0.0285516959441428,-0.0251444577555535,0.2208655177041658,0.2398776951897493,823.2,822.9
71,2023-08-09,824.45,825.2,813.53,823.2,16680618.0,0.2077417319622088,0.4524601855658682,0.2811572680433066,0.0622429414883749,0.2579739898402752,0.2160797614790157,815.89,823.2
72,2023-08-10,821.48,825.07,813.48,815.89,25390559.0,0.1086613788923341,0.708885948133724,0.2887287496647511,0.180444773921305,0.3132276759950071,0.2008932567525918,807.39,815.89
73,2023-08-11,817.17,817.17,806.09,807.39,14112911.0,0.2632375859429527,0.3576791166547106,0.29157004515648,0.287152020954846,0.2469272861846384,0.2327674215707514,803.45,807.39
74,2023-08-14,803.5,805.5,798.14,803.45,15652205.0,0.8835052686091219,0.4854065498051687,0.764075652967936,0.4481248159297224,0.2214426203665447,0.27827602144428,801.11,803.45
75,2023-08-16,789.59,802.83,788.69,801.11,17068771.0,0.1635678619244112,0.4932408991753187,0.2624697730996835,0.4393718237413666,0.2562247207648536,0.3058523850711329,796.67,801.11
76,2023-08-17,796.82,802.95,795.02,796.67,26442020.0,0.034643199548,0.5662229843170351,0.1941171349787105,0.4068875203487767,0.2933667039952464,0.2865478781909921,793.4,796.67
77,2023-08-18,791.8,796.17,790.78,793.4,12816683.0,-0.0752613995737688,0.8054928229093297,0.1889648671711606,0.2151839250831849,0.3244404987260041,0.272653008215085,792.78,793.4
78,2023-08-21,798.26,798.26,791.53,792.78,10918635.0,0.8498246243785005,1.2469946200091175,0.9689756230676856,0.4506858750725189,0.4227002637294868,0.340337126784881,789.39,792.78
79,2023-08-22,796.19,797.02,788.04,789.39,16136785.0,0.6381502728788131,0.6987261111617786,0.6563230243637027,0.6047545048675164,0.4752137315436227,0.3942207037693149,791.33,789.39
80,2023-08-23,788.04,793.3,784.67,791.33,18249294.0,0.4093694803284695,0.8403912087634084,0.5386759988589511,0.7213248820967798,0.5105145820725472,0.3787209341285927,787.69,791.33
81,2023-08-24,794.67,796.12,786.12,787.69,21572896.0,0.3067886639372629,0.7284405611198462,0.4332842330920379,0.5427610854382307,0.4632586649474189,0.3423506426569818,778.81,787.69
82,2023-08-25,785.32,786.79,777.27,778.81,15034878.0,0.3189425733107165,0.6059596890084571,0.4050477080200386,0.4590026466570092,0.4836269413646125,0.369925831064733,786.92,778.81
83,2023-08-28,778.81,789.36,778.81,786.92,14433619.0,0.5749448455210421,1.164898060911956,0.7519308101383162,0.5300875837501309,0.5633146092445561,0.4283406566199013,793.18,786.92
84,2023-08-29,792.88,794.35,788.76,793.18,17769466.0,-0.3541248504868738,0.8278349702137768,0.0004630957233213,0.385813871293892,0.5363857847520077,0.4304131417390058,787.39,793.18
85,2023-08-30,799.98,799.98,784.9,787.39,14042102.0,-0.551153274962811,0.6398444714062493,-0.1938539510520928,0.1861799849365149,0.3702672741634679,0.3964837689464773,783.77,787.39
86,2023-08-31,787.54,789.61,779.61,783.77,50037886.0,-0.2343439670180602,0.4030252867689625,-0.0431331908819533,-0.0788413487369083,0.2703449576998027,0.3727793446217127,785.4,783.77
87,2023-09-01,783.55,787.54,777.74,785.4,21613388.0,-0.476714221193241,0.4371979469831396,-0.2025405707403268,-0.1465092375581243,0.1644568763284772,0.3374857292005122,790.31,785.4
88,2023-09-04,793.03,793.75,785.5,790.31,12536819.0,0.7457325189671405,0.6198854582346395,0.7079784007473902,0.1541015463750366,0.2036989002792419,0.3334787826133303,785.5,790.31
89,2023-09-05,792.23,792.23,783.35,785.5,19356041.0,0.0835263902440328,0.5078753973456958,0.2108310923745316,0.2387563074605317,0.1759536694727409,0.3297903054186766,795.77,785.5
90,2023-09-06,786.44,798.01,785.5,795.77,28160455.0,-0.0733080786642397,0.5938920904080731,0.126851972057454,0.3485538217264587,0.0866566926040463,0.3249856509243011,803.43,795.77
91,2023-09-07,795.77,805.0,791.61,803.43,17104171.0,0.0950512736409568,0.7603479538286293,0.2946402776972585,0.2107744473764148,0.1286820043146087,0.3325338945333081,809.69,803.43
92,2023-09-08,802.15,814.42,801.8,809.69,17251105.0,-0.2767873916029987,0.6339437524357854,-0.0035680483913634,0.1393080671211164,0.1558657046947129,0.2630664894290904,813.87,809.69
93,2023-09-11,812.43,816.22,809.98,813.87,15786511.0,0.1541948245048356,0.8261645178807847,0.3557857325176203,0.2156193206078385,0.2128541223232235,0.2415995400115131,816.42,813.87
94,2023-09-12,817.96,819.41,810.51,816.42,19516670.0,0.5660287508684019,1.022867609683492,0.703080408512929,0.3517660308797286,0.3422285479308314,0.2533427121296543,819.91,816.42
95,2023-09-13,813.63,823.75,812.28,819.91,23210047.0,0.7445616333818417,1.254151196984929,0.8974385024627678,0.6521015478311057,0.3692942767473139,0.2864965885132779,819.41,819.91
96,2023-09-14,820.08,822.95,815.52,819.41,11769424.0,0.8053473939709332,0.5464194589931983,0.7276690134776127,0.7760626414844364,0.4431282654763255,0.3095409674745332,828.81,819.41
97,2023-09-15,822.95,832.93,822.95,828.81,86705601.0,0.2957454834184668,0.7527467946041042,0.432845876774158,0.6859844642381795,0.4868416804358547,0.2867491865199505,812.5,828.81
98,2023-09-18,824.82,825.45,811.03,812.5,18528144.0,-0.5836850702889448,-0.0633308077977917,-0.4275787915415988,0.2443120329033906,0.3836675276874465,0.2561747660010276,779.91,812.5
99,2023-09-20,797.52,797.52,778.26,779.91,57737324.0,0.4245475523707138,0.6253507684054334,0.4847885171811297,0.1633518674712296,0.4534327513406598,0.3046492280176864,774.75,779.91
100,2023-09-21,774.57,782.53,766.62,774.75,36420721.0,0.3057199775690903,0.7304141340956547,0.4331282245270595,0.1634459833888635,0.4644816787705796,0.3386679005469016,762.93,774.75
101,2023-09-22,777.57,780.26,759.98,762.93,30852125.0,0.240859845265274,0.797532564470938,0.4078616610269732,0.4419261342450542,0.4223075719868717,0.3822680599588515,763.6,762.93
102,2023-09-25,760.61,768.44,760.61,763.6,20104377.0,0.8730551515133543,0.8929778824533823,0.8790319707953627,0.5733406187831318,0.4196780674629567,0.3944861721051353,766.92,763.6
103,2023-09-26,760.61,768.09,760.61,766.92,13787654.0,0.5171718988290158,0.8097429818541991,0.6049432237365708,0.6306122851863023,0.402145811785665,0.4226370386309953,761.53,766.92
104,2023-09-27,759.61,764.35,755.62,761.53,19669269.0,0.3303114683635853,0.969304550841301,0.5220093931069,0.6686615292129444,0.4148834569760566,0.4508625687059556,759.96,761.53
105,2023-09-28,765.1,766.89,757.29,759.96,27677094.0,0.93822367942545,1.002051972905913,0.9573721674695888,0.6947749281043533,0.6127335939776549,0.4982005608325507,761.26,759.96
106,2023-09-29,759.96,765.82,759.26,761.26,16026891.0,0.7403604909551638,0.6813953415760209,0.7226709461414209,0.7340175022393033,0.6467167981148394,0.5500747747277496,752.15,761.26
107,2023-10-03,761.6,761.6,751.13,752.15,19485847.0,0.287710214062409,1.0965452657867598,0.5303607295797141,0.7368012810635746,0.6606071559795044,0.562544417375042,762.88,752.15
108,2023-10-04,745.64,765.6,742.78,762.88,27324715.0,-0.0004910840923478,1.239146697579239,0.3714002504091281,0.5414773087100878,0.6553983830340979,0.5388529775104848,765.97,762.88
109,2023-10-05,765.62,773.85,764.4,765.97,24256337.0,0.3504492142053718,1.0263322654910103,0.5532141295910633,0.4849917031933019,0.6088529771477695,0.5142655223053632,765.12,765.97
110,2023-10-06,770.08,770.58,763.03,765.12,8879678.0,0.0796422027360942,1.1349389911343264,0.3962312392555639,0.4402818730852518,0.5790369793647684,0.4905913955752167,756.24,765.12
111,2023-10-09,762.1,763.1,754.12,756.24,8227486.0,1.5861867447433036,1.282187052960642,1.4949868372085051,0.8148107353517108,0.7180337570935692,0.5664586070348129,760.53,756.24
112,2023-10-10,758.39,762.6,755.72,760.53,16633146.0,0.8991883166188602,1.1271127857190746,0.9675656573489244,0.9529279112709976,0.7194899699334742,0.6661117819555645,767.89,760.53
113,2023-10-11,763.15,769.16,762.35,767.89,15666680.0,1.3388051961465477,1.136537853520501,1.2781249933587335,1.2468924959720544,0.798840548107376,0.7227786731111078,773.0,767.89
114,2023-10-12,766.14,774.07,763.9,773.0,11012668.0,1.1542304570208572,1.064900832347644,1.1274315696188932,1.1243740734421837,0.8841363823986874,0.7723717691890959,765.97,773.0
115,2023-10-13,768.09,772.48,763.08,765.97,19872650.0,0.9238783232540532,1.1191325254404043,0.9824545839099584,1.1293370489625283,0.9714298586130916,0.8134141208235948,762.9,765.97
116,2023-10-16,763.85,765.32,758.36,762.9,8928042.0,0.8755592020867202,0.8190139782781043,0.8585956349441354,0.9894939294909956,1.015055787949245,0.811954382548507,768.69,762.9
117,2023-10-17,775.94,775.94,765.6,768.69,16451279.0,0.7323831848394613,0.3460393683508309,0.6164800398928721,0.8191767529156553,1.046519902326003,0.8127784408453858,757.99,768.69
118,2023-10-18,768.69,768.69,757.17,757.99,15608100.0,0.904831131728727,0.5033023558555827,0.7843724989667836,0.7531493912679305,0.9450035682914716,0.8315186626925204,755.59,757.99
119,2023-10-19,750.83,761.23,749.73,755.59,15126182.0,1.1460742944879838,0.3789777961819544,0.915945344996175,0.772265961285277,0.9376292379553643,0.8285596039444193,759.51,755.59
120,2023-10-20,750.63,761.6,750.63,759.51,10547005.0,0.7580137501756982,0.392748770819648,0.6484342563688831,0.7829173667772805,0.8476734183853859,0.823256983246381,751.16,759.51
121,2023-10-23,759.86,762.48,748.19,751.16,11188068.0,1.4797088130463023,0.9537447552844824,1.3219195957177563,0.962099732360938,0.8754574221137948,0.8797969022562412,746.39,751.16
122,2023-10-25,758.61,759.51,743.87,746.39,14155998.0,0.6198205254978372,0.3307879031657199,0.5331107387982019,0.8344881969616137,0.8112654442406867,0.8913476514268892,729.88,746.39
123,2023-10-26,743.77,744.15,728.31,729.88,27780899.0,0.5895663570272426,0.284180912643883,0.4979507237122347,0.7843270194093975,0.7597447426361296,0.8874002652926872,732.75,729.88
124,2023-10-27,732.93,737.17,731.63,732.75,15970266.0,0.3643339601421331,0.2329562841094981,0.3249206573323426,0.4519940399475931,0.7180934022703396,0.8823066522981714,740.71,732.75
125,2023-10-30,729.81,743.13,729.14,740.71,11655491.0,0.3772867900309529,0.2660947324037033,0.343929172742778,0.3889335179291184,0.6551729270954817,0.8000882476934766,736.42,740.71
126,2023-10-31,750.13,750.13,735.17,736.42,16317412.0,0.0543313238899653,0.0716303126941056,0.0595210205312074,0.2427902835354427,0.5328265950290577,0.7352279164922111,735.42,736.42
127,2023-11-01,729.31,736.89,729.31,735.42,16938733.0,0.6280136742382155,0.7182228092464161,0.6550764147406757,0.3528422026715537,0.5337754747964567,0.6907244465909212,736.54,735.42
128,2023-11-02,740.66,743.4,731.75,736.54,22612577.0,1.0064250175126848,0.8239165618311501,0.9516724808082244,0.5554233053600358,0.4808830298093807,0.6781702259615877,740.03,736.54
129,2023-11-03,742.15,743.85,738.99,740.03,9047670.0,1.0634523632737831,0.9974215927470468,1.0436431321157622,0.8834640092215542,0.5538162288547465,0.6825408365477167,745.4,740.03
130,2023-11-06,747.14,747.14,739.66,745.4,12796865.0,1.5788352664646497,0.0631817759169788,1.1241392193003483,1.0398182774081115,0.6432717282244769,0.7015082354303033,741.78,745.4
131,2023-11-07,745.15,745.15,736.77,741.78,20976424.0,1.4406256164249207,0.2602160505754524,1.0865027466700805,1.0847616993620637,0.7520691695584396,0.7350812859143895,743.92,741.78
132,2023-11-08,740.13,744.87,738.66,743.92,15699773.0,1.0366343338184327,0.1835682355371666,0.7807145043340529,0.9971188234348272,0.8144670740714787,0.7348200005834802,740.98,743.92
133,2023-11-09,741.16,744.45,739.91,740.98,11058370.0,0.1070367413408641,0.2057727398942049,0.1366575409068663,0.6679582639703332,0.8254865769822872,0.6791565860056724,743.9,740.98
134,2023-11-10,738.21,746.14,738.19,743.9,7007593.0,0.2714341686240281,0.0827506383289587,0.2148291095355073,0.3774003849254756,0.7625941048101204,0.6481847898032884,748.14,743.9
135,2023-11-12,748.14,749.14,746.22,748.14,1975463.0,0.7484400054541664,0.59187922312844,0.7014717707564484,0.3509861403996074,0.7268511462312952,0.603867088020338,742.55,748.14
136,2023-11-13,744.2,746.12,741.11,742.55,10302957.0,1.1607252814764435,0.2259632257735918,0.8802966647655881,0.5988658483525147,0.7035159366098417,0.6286660827322941,750.33,742.55
137,2023-11-15,750.18,753.6,748.41,750.33,20622730.0,1.4666893240918977,0.1473171066763924,1.070877658867246,0.8842153647964276,0.6959071422622556,0.6695894352433662,752.3,750.33
138,2023-11-16,752.98,757.61,750.01,752.3,14856919.0,1.4931558473882909,0.1352477558776799,1.0857834199351075,1.0123192478559806,0.6958043813001167,0.723936775429278,750.68,752.3
139,2023-11-17,743.15,751.88,742.65,750.68,11850937.0,1.3701910038185543,0.2280766190165481,1.0275566883779526,1.0614059223934351,0.7310675504492453,0.7727673122603619,750.73,750.68
140,2023-11-20,754.62,754.62,748.91,750.73,9665726.0,0.861401103002755,0.8890814080008809,0.8697051945021927,0.9943484342717512,0.8357886438200062,0.8306376104011467,757.09,750.73
141,2023-11-21,757.61,759.11,754.17,757.09,12479986.0,0.3117874925114623,0.6555747563765238,0.4149236716709807,0.7707285181837088,0.8643735812679308,0.8134838430390257,754.4,757.09
142,2023-11-22,758.11,758.11,749.91,754.4,14561825.0,0.7124613227495531,0.6295096227735815,0.6875758127567616,0.6574015596433118,0.8623884444108327,0.794619795321064,758.76,754.4
143,2023-11-23,752.38,760.03,752.38,758.76,6523110.0,1.212235333163868,0.4096946460468735,0.9714731270287696,0.6913242038188375,0.875413653305573,0.7894647949577074,764.15,758.76
144,2023-11-24,758.71,764.67,758.04,764.15,8234596.0,0.5841920214210069,0.5747902432062123,0.5813714879565685,0.7468068092473666,0.8054842003183333,0.7506956712902946,762.43,764.15
145,2023-11-28,765.69,766.72,761.01,762.43,14244669.0,0.6423993874041156,1.0880225769646428,0.7760863442722736,0.7763103197525373,0.7612417609379285,0.7285230711190226,777.64,762.43
146,2023-11-29,765.05,779.56,764.6,777.64,17021244.0,0.1273138881767375,1.33051468759158,0.4882741280011903,0.6152439867433442,0.6842013951698195,0.7076344728095325,777.47,777.64
147,2023-11-30,782.63,784.27,769.16,777.47,34745720.0,0.3150179840350749,1.0868050687184416,0.546554109440085,0.6036381939045165,0.6380369544466612,0.7369127991333337,775.77,777.47
148,2023-12-01,777.02,780.93,774.12,775.77,11076768.0,0.2160362138512462,0.8586953758083379,0.4088339624383736,0.4812207332932164,0.6371669959848604,0.7507702886263956,802.7,775.77
